3298 1
1870 37 -67
1871 29 -54
1872 -62 -33
1873 -57 35
1874 -25 -52
1875 -9 3
1876 31 5
1877 93 -98
1878 -76 0
1879 -28 9
1880 29 55
1881 9 4
1882 60 -53
1883 -49 1
1884 -33 -13
1885 55 -97
1886 20 -67
1887 100 9
1888 -50 93
1889 -57 26
1890 -59 -15
1891 79 72
1892 90 72
1893 25 -87
1894 -79 97
1895 23 0
1896 1 82
1897 -97 -39
1898 -72 -45
1899 12 -55
1900 -8 -34
1901 100 -89
1902 -51 99
1903 -30 0
1904 92 -36
1905 76 83
1906 49 54
1907 4 38
1908 2 -53
1909 76 75
1910 47 -74
1911 56 1
1912 -13 34
1913 56 49
1914 30 98
1915 -86 29
1916 -92 -86
1917 27 -71
1918 14 -32
1919 -7 -61
1920 -50 -59
1921 93 5
1922 29 -32
1923 -17 81
1924 15 -92
1925 55 -89
1926 -65 -40
1927 12 -28
1928 95 -83
1929 -79 24
1930 -86 86
1931 -48 74
1932 100 29
1933 -98 -37
1934 48 -5
1935 2 48
1936 -14 -55
1937 -48 65
1938 -37 36
1939 46 28
1940 44 -50
1941 39 79
1942 11 -99
1943 -99 -45
1944 69 -78
1945 29 34
1946 -93 31
1947 7 58
1948 -41 -41
1949 -80 57
1950 4 -27
1951 5 40
1952 18 57
1953 4 81
1954 -58 -51
1955 8 87
1956 -50 97
1957 15 61
1958 48 16
1959 66 17
1960 -12 -6
1961 -50 -54
1962 -76 7
1963 -97 -67
1964 16 74
1965 97 -55
1966 59 14
1967 -99 -38
1968 -56 -56
1969 81 -38
1970 -51 -55
1971 73 97
1972 12 38
1973 -37 100
1974 -69 13
1975 96 -95
1976 70 49
1977 -62 -15
1978 23 79
1979 -46 -31
1980 -77 -88
1981 84 76
1982 -75 78
1983 70 -63
1984 -20 0
1985 45 -79
1986 -25 -44
1987 59 39
1988 -94 40
1989 -99 52
1990 45 72
1991 1 33
1992 -38 -89
1993 -58 -65
1994 -77 76
1995 61 99
1996 86 84
1997 80 -66
1998 12 -25
1999 -45 37
2000 -25 -13
2001 3 -23
2002 90 98
2003 99 -10
2004 -19 55
2005 -87 43
2006 66 -45
2007 28 40
2008 -69 -11
2009 -12 35
2010 69 -26
2011 18 49
2012 -42 80
2013 74 -36
2014 -73 42
2015 -8 31
2016 -82 -19
2017 -22 67
2018 21 59
2019 21 34
2020 -49 -63
2021 89 80
2022 77 70
2023 4 87
2024 -12 -79
2025 -15 47
2026 -100 -42
2027 -90 -33
2028 13 88
2029 -92 55
2030 18 77
2031 -65 47
2032 43 56
2033 5 -87
2034 -11 57
2035 -50 -73
2036 -14 77
2037 98 54
2038 -59 -49
2039 -10 -21
2040 -75 -77
2041 -67 86
2042 -60 -4
2043 74 -52
2044 -76 -65
2045 88 17
2046 91 -57
2047 31 -71
2048 50 31
2049 -93 -65
2050 8 55
2051 39 -1
2052 -95 -72
2053 78 -72
2054 -97 54
2055 -98 88
2056 39 -58
2057 -17 -38
2058 -59 -16
2059 4 -85
2060 19 -59
2061 -16 -87
2062 -61 -67
2063 44 97
2064 -32 -99
2065 51 -94
2066 0 7
2067 -15 89
2068 -69 -63
2069 76 20
2070 -70 -91
2071 83 -29
2072 -57 -14
2073 -14 12
2074 27 69
2075 72 -89
2076 82 62
2077 95 26
2078 58 -37
2079 27 -41
2080 -81 78
2081 66 -96
2082 -45 -50
2083 94 -64
2084 -62 69
2085 56 -32
2086 28 38
2087 39 71
2088 74 75
2089 -17 1
2090 -38 -25
2091 66 -94
2092 -100 -26
2093 -81 -22
2094 33 -61
2095 -95 -52
2096 -57 -90
2097 -2 -64
2098 -54 -14
2099 56 52
2100 54 -67
2101 -10 -58
2102 55 -87
2103 -83 88
2104 -36 11
2105 92 26
2106 86 8
2107 -17 37
2108 32 2
2109 65 -36
2110 41 70
2111 12 35
2112 80 60
2113 21 -75
2114 -54 -74
2115 77 100
2116 -90 -84
2117 -58 65
2118 52 -6
2119 20 -7
2120 71 5
2121 -100 -47
2122 92 32
2123 5 56
2124 25 -93
2125 31 4
2126 68 -49
2127 -21 64
2128 -72 -94
2129 13 -62
2130 73 5
2131 -98 -98
2132 14 4
2133 -53 84
2134 97 68
2135 -61 48
2136 71 -70
2137 -71 -25
2138 87 76
2139 -29 11
2140 83 52
2141 66 0
2142 -37 82
2143 -50 77
2144 70 74
2145 -19 72
2146 76 46
2147 -75 73
2148 29 -79
2149 -10 68
2150 19 -40
2151 99 49
2152 -14 85
2153 24 57
2154 -55 -44
2155 57 -88
2156 -95 70
2157 94 -95
2158 -4 63
2159 79 78
2160 -16 5
2161 -27 9
2162 -23 52
2163 -20 18
2164 20 100
2165 78 -32
2166 -2 -87
2167 -98 -79
2168 21 -53
2169 -73 80
2170 -92 34
2171 92 -87
2172 4 35
2173 -82 100
2174 -53 98
2175 27 -19
2176 2 100
2177 52 70
2178 -54 -79
2179 69 75
2180 -61 -84
2181 88 -59
2182 88 -42
2183 -63 97
2184 49 79
2185 -91 -48
2186 13 79
2187 -98 10
2188 76 29
2189 91 -73
2190 29 30
2191 6 -70
2192 0 53
2193 -99 -82
2194 -23 -60
2195 -65 -86
2196 -69 -78
2197 -27 -81
2198 88 10
2199 -84 37
2200 -61 -75
2201 39 52
2202 54 41
2203 -38 29
2204 -30 -98
2205 6 49
2206 -17 -88
2207 29 83
2208 15 30
2209 51 92
2210 20 86
2211 56 51
2212 59 -72
2213 70 46
2214 -11 36
2215 -68 28
2216 12 72
2217 -71 -35
2218 -38 -59
2219 45 32
2220 -56 -50
2221 -70 27
2222 -88 59
2223 -41 27
2224 -12 -91
2225 -32 58
2226 46 -76
2227 8 -46
2228 -48 -72
2229 50 -9
2230 64 83
2231 69 -75
2232 4 99
2233 -9 66
2234 -61 86
2235 -52 -67
2236 10 -52
2237 -63 69
2238 75 -25
2239 29 94
2240 -67 -26
2241 -83 -9
2242 28 -81
2243 -31 -73
2244 11 84
2245 -91 -71
2246 -92 13
2247 -73 -51
2248 -71 -83
2249 -66 -23
2250 -50 -30
2251 5 11
2252 -32 -8
2253 -21 93
2254 68 -93
2255 86 51
2256 -69 -98
2257 -59 9
2258 -78 11
2259 37 -17
2260 -56 46
2261 12 -48
2262 -91 -10
2263 2 89
2264 -43 36
2265 -35 7
2266 56 20
2267 -83 -77
2268 -88 -53
2269 67 80
2270 -96 52
2271 -20 -64
2272 5 -29
2273 45 -23
2274 32 -19
2275 60 76
2276 78 -79
2277 -72 37
2278 -39 -20
2279 -25 18
2280 -85 -10
2281 76 22
2282 -91 43
2283 90 -39
2284 51 95
2285 -87 -70
2286 -70 18
2287 2 25
2288 95 -67
2289 57 4
2290 60 -16
2291 -25 88
2292 -80 37
2293 -33 -5
2294 85 -71
2295 54 44
2296 23 -51
2297 66 12
2298 10 16
2299 -3 -64
2300 91 99
2301 62 35
2302 82 -32
2303 -62 -9
2304 52 14
2305 -22 22
2306 -100 -5
2307 67 -46
2308 -22 1
2309 -66 82
2310 -56 57
2311 -82 -9
2312 -24 -25
2313 64 73
2314 11 5
2315 21 -78
2316 -61 -48
2317 -10 -72
2318 44 -59
2319 42 72
2320 63 42
2321 -33 29
2322 46 -5
2323 -71 30
2324 -24 -26
2325 -67 5
2326 48 9
2327 30 -39
2328 -19 91
2329 16 -99
2330 -87 56
2331 -46 -47
2332 84 48
2333 -5 -25
2334 19 -93
2335 -13 -38
2336 -70 -34
2337 93 -43
2338 14 24
2339 -17 -89
2340 -68 -88
2341 -78 -36
2342 -97 39
2343 -6 -81
2344 -81 -73
2345 67 -36
2346 -48 -64
2347 -78 69
2348 72 9
2349 -70 53
2350 75 73
2351 -91 -35
2352 39 -66
2353 -16 21
2354 -53 6
2355 85 -100
2356 -56 51
2357 17 -12
2358 20 36
2359 51 17
2360 -27 73
2361 -65 -56
2362 -19 -84
2363 97 -95
2364 89 56
2365 -30 40
2366 -72 -92
2367 75 -38
2368 -20 72
2369 19 -36
2370 22 63
2371 65 -62
2372 -99 -15
2373 74 -34
2374 22 -26
2375 34 95
2376 -54 69
2377 -62 27
2378 85 86
2379 33 24
2380 -9 53
2381 -87 -30
2382 32 92
2383 9 -50
2384 -95 -70
2385 64 71
2386 -82 65
2387 -95 93
2388 -34 64
2389 21 -37
2390 -17 9
2391 -6 -28
2392 -9 36
2393 76 5
2394 -95 -63
2395 93 37
2396 -72 2
2397 38 84
2398 4 1
2399 -57 -55
2400 -65 -41
2401 60 56
2402 22 -58
2403 -35 -38
2404 -91 9
2405 -16 1
2406 -56 -91
2407 -95 -51
2408 -54 48
2409 37 -76
2410 100 -26
2411 -92 -18
2412 75 12
2413 -79 26
2414 -66 -44
2415 35 94
2416 63 -43
2417 86 -73
2418 -31 96
2419 -14 3
2420 -4 31
2421 13 -49
2422 30 59
2423 99 -34
2424 34 99
2425 40 42
2426 -70 14
2427 -47 13
2428 3 -76
2429 -62 38
2430 -69 23
2431 -19 94
2432 30 -33
2433 71 99
2434 -38 -44
2435 2 8
2436 87 65
2437 59 -33
2438 -27 7
2439 33 -94
2440 -45 -27
2441 48 -15
2442 37 52
2443 48 -60
2444 26 36
2445 28 57
2446 -41 -92
2447 50 89
2448 -25 20
2449 88 -13
2450 27 -61
2451 95 -37
2452 54 3
2453 30 -74
2454 61 -37
2455 36 -19
2456 -49 -78
2457 -68 49
2458 -38 9
2459 -15 40
2460 -35 44
2461 -1 66
2462 32 74
2463 -89 62
2464 -42 56
2465 -75 62
2466 -91 55
2467 39 70
2468 68 22
2469 35 -47
2470 -98 36
2471 -24 86
2472 -15 -12
2473 -6 70
2474 -72 9
2475 -37 27
2476 -26 45
2477 -50 10
2478 65 -89
2479 -79 73
2480 18 -54
2481 35 27
2482 52 -27
2483 -54 19
2484 45 31
2485 23 47
2486 -33 99
2487 -14 26
2488 -79 -36
2489 -65 -66
2490 79 42
2491 69 43
2492 -34 -30
2493 37 -100
2494 47 -12
2495 -77 93
2496 58 68
2497 24 -20
2498 -72 47
2499 93 -36
2500 -78 -87
2501 29 -43
2502 -53 -81
2503 17 76
2504 61 -65
2505 76 35
2506 -16 13
2507 35 -69
2508 51 8
2509 74 8
2510 -75 -53
2511 38 -11
2512 88 66
2513 86 80
2514 81 -92
2515 43 9
2516 -85 90
2517 -22 32
2518 16 -61
2519 -47 -7
2520 19 37
2521 -95 -97
2522 68 57
2523 11 -8
2524 -86 -14
2525 39 53
2526 75 27
2527 -32 11
2528 -44 -52
2529 -31 100
2530 7 -16
2531 39 86
2532 67 -96
2533 75 -16
2534 89 -73
2535 77 7
2536 14 83
2537 -40 -68
2538 -11 21
2539 24 3
2540 -94 -38
2541 -95 82
2542 -58 96
2543 45 30
2544 -35 11
2545 -62 90
2546 95 -74
2547 -84 72
2548 -16 30
2549 62 93
2550 -35 -15
2551 -5 -29
2552 -2 -49
2553 -98 -64
2554 -25 -56
2555 -69 -3
2556 55 76
2557 77 0
2558 -91 92
2559 -90 -53
2560 81 -95
2561 -77 47
2562 27 7
2563 -73 -70
2564 -49 39
2565 -78 16
2566 75 17
2567 87 -28
2568 18 90
2569 8 93
2570 84 -10
2571 -60 39
2572 -35 67
2573 9 49
2574 -79 -61
2575 4 -55
2576 87 -70
2577 52 64
2578 -40 53
2579 2 -18
2580 50 -95
2581 -2 -33
2582 -90 -22
2583 -4 -100
2584 -84 11
2585 17 55
2586 36 -75
2587 4 7
2588 -85 58
2589 52 -99
2590 65 99
2591 -94 -84
2592 -19 -75
2593 -7 81
2594 81 91
2595 98 -25
2596 47 58
2597 53 93
2598 58 20
2599 4 -75
2600 -76 90
2601 -100 -22
2602 -54 -85
2603 -64 49
2604 67 -76
2605 -98 31
2606 -78 59
2607 -2 -47
2608 34 91
2609 84 -36
2610 31 82
2611 39 -72
2612 62 -26
2613 -28 36
2614 -87 -78
2615 -86 -90
2616 -62 -50
2617 59 55
2618 -76 61
2619 -14 97
2620 -31 84
2621 -50 -97
2622 24 -67
2623 -83 -96
2624 65 57
2625 83 4
2626 99 54
2627 1 10
2628 78 73
2629 -55 42
2630 45 -41
2631 -41 10
2632 -12 -17
2633 -20 -61
2634 -43 -20
2635 93 81
2636 -37 -90
2637 35 -72
2638 67 18
2639 -18 15
2640 -79 83
2641 75 99
2642 5 70
2643 40 100
2644 -71 -9
2645 33 -62
2646 51 -80
2647 22 21
2648 44 52
2649 61 -100
2650 82 53
2651 31 95
2652 63 -85
2653 73 -21
2654 -17 -96
2655 94 4
2656 87 18
2657 3 -59
2658 -12 93
2659 -59 -33
2660 -66 24
2661 5 35
2662 44 77
2663 -44 -63
2664 -22 -84
2665 -63 -91
2666 69 18
2667 -96 -18
2668 33 77
2669 61 -84
2670 82 5
2671 -30 18
2672 -78 23
2673 10 -40
2674 27 0
2675 -76 -68
2676 -66 68
2677 59 -10
2678 55 -63
2679 -44 42
2680 97 76
2681 -41 -100
2682 -43 42
2683 28 68
2684 -28 79
2685 77 -55
2686 -49 -14
2687 5 67
2688 87 -68
2689 -84 -90
2690 -86 -49
2691 28 23
2692 41 -68
2693 10 98
2694 74 7
2695 73 83
2696 7 80
2697 25 -66
2698 47 83
2699 -7 70
2700 11 -30
2701 -86 63
2702 6 19
2703 -21 -7
2704 1 -4
2705 -47 15
2706 47 32
2707 89 -63
2708 64 -2
2709 85 38
2710 -96 7
2711 20 12
2712 -14 95
2713 78 90
2714 53 -12
2715 -91 67
2716 -50 15
2717 -65 30
2718 -75 -89
2719 -99 22
2720 43 90
2721 59 -44
2722 -12 44
2723 94 -8
2724 -50 -36
2725 54 -13
2726 -92 -100
2727 -30 86
2728 90 -78
2729 -76 49
2730 39 -76
2731 -37 74
2732 4 -79
2733 10 -21
2734 -100 25
2735 -49 10
2736 -47 25
2737 32 -47
2738 39 -65
2739 40 47
2740 -65 60
2741 -17 75
2742 82 7
2743 23 20
2744 -19 37
2745 -6 86
2746 58 54
2747 66 -85
2748 -86 -83
2749 -44 28
2750 -31 38
2751 81 58
2752 74 -29
2753 5 59
2754 -70 38
2755 34 63
2756 95 -94
2757 -18 -25
2758 43 26
2759 -40 -50
2760 -70 -25
2761 90 96
2762 -60 -97
2763 63 65
2764 49 -81
2765 -58 68
2766 57 73
2767 26 -20
2768 -57 81
2769 -61 -76
2770 18 73
2771 87 12
2772 29 -82
2773 37 -28
2774 45 98
2775 22 75
2776 -78 -38
2777 70 -38
2778 -85 33
2779 2 -82
2780 -18 -92
2781 91 -93
2782 88 28
2783 -92 -45
2784 -50 95
2785 67 79
2786 63 -47
2787 -100 7
2788 -50 -27
2789 35 -99
2790 -66 50
2791 -16 -90
2792 -36 36
2793 79 46
2794 44 70
2795 53 -68
2796 54 -10
2797 10 12
2798 45 10
2799 -44 -39
2800 -11 -82
2801 14 -61
2802 -24 15
2803 12 7
2804 -13 -54
2805 8 22
2806 47 42
2807 -18 -90
2808 -23 -39
2809 6 -79
2810 -97 -16
2811 -2 -36
2812 46 93
2813 74 -99
2814 -97 -88
2815 -81 -33
2816 -48 -5
2817 32 64
2818 53 70
2819 -90 -40
2820 -9 7
2821 53 23
2822 -33 -71
2823 34 73
2824 -100 14
2825 81 55
2826 48 -72
2827 -82 -7
2828 71 92
2829 -6 24
2830 -96 -36
2831 41 -94
2832 9 -27
2833 70 -39
2834 -58 30
2835 -28 -17
2836 -64 -76
2837 56 3
2838 -97 -10
2839 -75 55
2840 54 56
2841 9 2
2842 34 27
2843 45 4
2844 78 -28
2845 -47 19
2846 -72 12
2847 92 99
2848 74 84
2849 -22 96
2850 -84 15
2851 70 22
2852 68 23
2853 -89 44
2854 -23 16
2855 -1 86
2856 -83 -67
2857 -38 62
2858 -13 31
2859 51 -35
2860 53 54
2861 84 82
2862 -34 25
2863 80 90
2864 -42 -43
2865 85 -76
2866 22 4
2867 46 -60
2868 -74 8
2869 84 -46
2870 -77 -68
2871 -61 91
2872 -85 -48
2873 2 -47
2874 83 -97
2875 -32 35
2876 57 -49
2877 16 -78
2878 26 -55
2879 -89 34
2880 58 75
2881 100 -47
2882 65 77
2883 61 -2
2884 -19 -81
2885 -26 -4
2886 -29 77
2887 -1 -47
2888 80 67
2889 89 36
2890 -83 -46
2891 9 -7
2892 0 -30
2893 77 53
2894 67 -16
2895 -23 66
2896 38 -58
2897 42 -52
2898 -10 22
2899 83 71
2900 42 -44
2901 -83 -88
2902 83 16
2903 -84 62
2904 -17 55
2905 -52 -50
2906 -92 7
2907 44 8
2908 77 -30
2909 -90 43
2910 55 -62
2911 -41 -8
2912 -20 51
2913 -10 20
2914 -27 -78
2915 -9 65
2916 -71 8
2917 77 -89
2918 -77 43
2919 24 6
2920 -3 22
2921 57 6
2922 -72 -50
2923 64 -96
2924 20 25
2925 -2 -26
2926 63 7
2927 16 93
2928 -43 -94
2929 12 -20
2930 -72 -98
2931 -56 -93
2932 -81 -16
2933 14 -7
2934 40 -89
2935 -86 -4
2936 -33 -58
2937 -4 -70
2938 97 67
2939 5 -56
2940 91 -33
2941 1 7
2942 -41 59
2943 -37 72
2944 89 -59
2945 -51 -66
2946 55 -32
2947 -32 -82
2948 61 -93
2949 80 25
2950 -46 -54
2951 67 50
2952 -73 13
2953 16 32
2954 8 7
2955 100 -92
2956 64 -42
2957 17 -74
2958 80 6
2959 -33 54
2960 -11 16
2961 38 94
2962 34 -95
2963 -89 -56
2964 -88 92
2965 69 -34
2966 88 35
2967 67 -86
2968 99 -68
2969 -3 6
2970 -11 -54
2971 14 -48
2972 -46 -69
2973 -72 -66
2974 -13 -4
2975 38 26
2976 62 -25
2977 19 -4
2978 -70 -20
2979 40 93
2980 -29 -41
2981 -41 -91
2982 94 76
2983 74 42
2984 -93 -30
2985 -53 -3
2986 16 12
2987 -1 71
2988 -7 28
2989 55 30
2990 74 -8
2991 -45 -15
2992 17 24
2993 31 47
2994 -97 -79
2995 39 -75
2996 -20 48
2997 -66 -77
2998 23 -93
2999 66 -19
3000 -72 63
3001 28 -6
3002 -76 -74
3003 -86 -33
3004 4 69
3005 97 -73
3006 -90 -49
3007 25 94
3008 -27 29
3009 54 -6
3010 10 38
3011 -32 84
3012 -5 -67
3013 -36 23
3014 46 42
3015 68 71
3016 18 82
3017 -63 73
3018 1 85
3019 100 11
3020 86 -38
3021 -62 11
3022 -94 -39
3023 -61 -80
3024 -35 -16
3025 -20 -17
3026 -83 25
3027 16 -69
3028 -52 -89
3029 73 66
3030 32 -10
3031 -3 20
3032 -88 98
3033 4 -88
3034 -41 -11
3035 -76 -3
3036 100 -70
3037 8 89
3038 -99 -18
3039 16 61
3040 -1 33
3041 -14 65
3042 64 -16
3043 76 -14
3044 100 -42
3045 26 -4
3046 78 39
3047 -6 -19
3048 1 53
3049 100 -30
3050 6 -43
3051 -92 -43
3052 39 -10
3053 -27 -96
3054 -50 22
3055 37 -14
3056 -14 -50
3057 20 -89
3058 36 19
3059 -31 -88
3060 -85 97
3061 -73 -49
3062 62 48
3063 26 11
3064 18 76
3065 -62 -93
3066 -89 -34
3067 83 49
3068 2 -32
3069 49 73
3070 -70 -65
3071 -9 -51
3072 -53 -44
3073 -54 98
3074 -35 -27
3075 99 -74
3076 71 -26
3077 -44 -95
3078 -36 -6
3079 -88 29
3080 56 -77
3081 45 38
3082 22 98
3083 57 -29
3084 70 87
3085 6 -40
3086 -65 3
3087 -33 -69
3088 -45 -52
3089 9 -75
3090 22 96
3091 14 78
3092 -100 78
3093 -78 63
3094 -44 78
3095 87 52
3096 15 -42
3097 49 -29
3098 29 18
3099 -93 85
3100 28 94
3101 -13 45
3102 -76 37
3103 -23 -71
3104 35 86
3105 -95 -43
3106 31 19
3107 85 -18
3108 -54 -94
3109 -56 -48
3110 84 81
3111 54 -51
3112 -61 2
3113 70 -22
3114 3 -52
3115 -79 40
3116 93 96
3117 -73 -31
3118 -96 -70
3119 69 36
3120 -1 4
3121 -83 45
3122 10 -89
3123 47 -56
3124 93 1
3125 -57 -69
3126 53 13
3127 41 -99
3128 21 62
3129 -8 13
3130 58 -31
3131 33 83
3132 -70 37
3133 63 50
3134 -78 -39
3135 -47 90
3136 56 63
3137 -99 -48
3138 57 94
3139 53 100
3140 75 6
3141 -37 -27
3142 79 -97
3143 -75 -1
3144 62 -27
3145 86 -6
3146 -95 66
3147 82 68
3148 15 -97
3149 79 68
3150 94 34
3151 -19 45
3152 36 88
3153 38 -38
3154 45 -100
3155 35 23
3156 54 60
3157 72 -31
3158 -74 33
3159 42 62
3160 -73 47
3161 28 59
3162 -36 93
3163 62 -58
3164 26 42
3165 -51 -38
3166 -21 37
3167 1 -84
3168 99 -55
3169 18 21
3170 90 -80
3171 72 -18
3172 82 99
3173 79 -41
3174 7 -57
3175 -65 13
3176 24 12
3177 -46 24
3178 74 33
3179 -90 -76
3180 0 -91
3181 -31 -34
3182 -7 37
3183 87 -14
3184 -75 27
3185 6 97
3186 -92 -12
3187 46 37
3188 -3 -48
3189 80 49
3190 -29 66
3191 -39 46
3192 -23 -35
3193 -31 -100
3194 99 -21
3195 -76 -52
3196 -62 -57
3197 14 -19
3198 80 1
3199 18 -96
3200 78 -77
3201 51 36
3202 -39 -54
3203 -28 59
3204 -51 -98
3205 -43 -30
3206 68 -31
3207 -85 95
3208 34 -16
3209 95 -18
3210 14 69
3211 30 2
3212 -89 95
3213 84 91
3214 -5 1
3215 45 -78
3216 -26 -5
3217 58 -14
3218 -8 80
3219 95 41
3220 82 -49
3221 61 -1
3222 -30 77
3223 -7 -96
3224 -90 -63
3225 -64 24
3226 -95 17
3227 -74 67
3228 11 60
3229 57 56
3230 -90 1
3231 78 -66
3232 47 -15
3233 20 89
3234 -36 14
3235 -21 97
3236 -5 36
3237 -85 39
3238 40 -74
3239 76 27
3240 94 -24
3241 -2 4
3242 86 -95
3243 -41 96
3244 -44 87
3245 -70 -98
3246 -29 0
3247 91 -15
3248 65 -81
3249 -19 -70
3250 -41 77
3251 66 -26
3252 -35 -44
3253 -50 91
3254 83 51
3255 22 76
3256 77 71
3257 26 -62
3258 8 82
3259 35 -55
3260 89 -25
3261 -20 3
3262 -5 62
3263 33 54
3264 -12 -52
3265 78 53
3266 4 -72
3267 43 -64
3268 29 -85
3269 62 5
3270 36 91
3271 -83 -39
3272 -72 26
3273 64 27
3274 98 52
3275 -98 -22
3276 -96 -53
3277 -100 -73
3278 86 78
3279 80 -61
3280 56 -28
3281 -24 -16
3282 -63 -63
3283 40 23
3284 79 7
3285 84 57
3286 -47 7
3287 -52 -95
3288 -98 -26
3289 40 -98
3290 1 25
3291 31 -70
3292 65 -14
3293 -47 91
3294 21 -10
3295 78 -90
3296 17 47
3297 13 0
